signature_id,interaction_id,fusion_id,matched_signature_name,signature_score,decision,confidence,matched_components_count,missing_components_count,recommendation
SIG-E8F735AC,INT-0002,FUSED-INT-0002,StandardMotorcycleSnatch,0.8,High Confidence Match,0.6634,3,1,FLAGGED FOR HIGH-PRIORITY FORENSIC REVIEW: Interaction INT-0002 exhibits strong signature alignment (80%). Export forensic video clip for investigation.
SIG-BA343F17,INT-0003,FUSED-INT-0003,StandardMotorcycleSnatch,0.2,Weak Match,0.1538,1,3,ROUTINE RECORD: Interaction INT-0003 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-076AAAA4,INT-0004,FUSED-INT-0004,StandardMotorcycleSnatch,0.2,Weak Match,0.1498,1,3,ROUTINE RECORD: Interaction INT-0004 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-4FB55624,INT-0005,FUSED-INT-0005,StandardMotorcycleSnatch,0.2,Weak Match,0.1391,1,3,ROUTINE RECORD: Interaction INT-0005 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-C2FEF3A4,INT-0006,FUSED-INT-0006,StandardMotorcycleSnatch,0.2,Weak Match,0.1461,1,3,ROUTINE RECORD: Interaction INT-0006 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-AE77F197,INT-0007,FUSED-INT-0007,StandardMotorcycleSnatch,0.2,Weak Match,0.1692,1,3,ROUTINE RECORD: Interaction INT-0007 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-095A64F9,INT-0008,FUSED-INT-0008,StandardMotorcycleSnatch,0.2,Weak Match,0.1809,1,3,ROUTINE RECORD: Interaction INT-0008 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-0567DC84,INT-0009,FUSED-INT-0009,StandardMotorcycleSnatch,0.2,Weak Match,0.1457,1,3,ROUTINE RECORD: Interaction INT-0009 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-DD265FF6,INT-0010,FUSED-INT-0010,StandardMotorcycleSnatch,0.2,Weak Match,0.147,1,3,ROUTINE RECORD: Interaction INT-0010 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-86FE4FB5,INT-0011,FUSED-INT-0011,StandardMotorcycleSnatch,0.2,Weak Match,0.148,1,3,ROUTINE RECORD: Interaction INT-0011 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-BF4BD5CC,INT-0012,FUSED-INT-0012,StandardMotorcycleSnatch,0.2,Weak Match,0.148,1,3,ROUTINE RECORD: Interaction INT-0012 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-D3957196,INT-0013,FUSED-INT-0013,StandardMotorcycleSnatch,0.2,Weak Match,0.148,1,3,ROUTINE RECORD: Interaction INT-0013 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-DB9C311B,INT-0014,FUSED-INT-0014,StandardMotorcycleSnatch,0.2,Weak Match,0.146,1,3,ROUTINE RECORD: Interaction INT-0014 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-1F4C7E55,INT-0015,FUSED-INT-0015,StandardMotorcycleSnatch,0.2,Weak Match,0.146,1,3,ROUTINE RECORD: Interaction INT-0015 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-2B211816,INT-0016,FUSED-INT-0016,StandardMotorcycleSnatch,0.2,Weak Match,0.146,1,3,ROUTINE RECORD: Interaction INT-0016 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-84F3EA07,INT-0017,FUSED-INT-0017,StandardMotorcycleSnatch,0.2,Weak Match,0.146,1,3,ROUTINE RECORD: Interaction INT-0017 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-562A1706,INT-0018,FUSED-INT-0018,StandardMotorcycleSnatch,0.4,Weak Match,0.2831,2,2,ROUTINE RECORD: Interaction INT-0018 exhibits low signature alignment (40%). No immediate forensic action required.
SIG-22552E50,INT-0019,FUSED-INT-0019,StandardMotorcycleSnatch,0.4,Weak Match,0.3084,2,2,ROUTINE RECORD: Interaction INT-0019 exhibits low signature alignment (40%). No immediate forensic action required.
SIG-7FC8E417,INT-0020,FUSED-INT-0020,StandardMotorcycleSnatch,0.4,Weak Match,0.281,2,2,ROUTINE RECORD: Interaction INT-0020 exhibits low signature alignment (40%). No immediate forensic action required.
SIG-C4C0B403,INT-0021,FUSED-INT-0021,StandardMotorcycleSnatch,0.4,Weak Match,0.2873,2,2,ROUTINE RECORD: Interaction INT-0021 exhibits low signature alignment (40%). No immediate forensic action required.
SIG-DACA95A9,INT-0001,FUSED-INT-0001,StandardMotorcycleSnatch,0.2,Weak Match,0.1681,1,3,ROUTINE RECORD: Interaction INT-0001 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-6723E0D4,INT-0002,FUSED-INT-0002,StandardMotorcycleSnatch,0.8,High Confidence Match,0.6634,3,1,FLAGGED FOR HIGH-PRIORITY FORENSIC REVIEW: Interaction INT-0002 exhibits strong signature alignment (80%). Export forensic video clip for investigation.
SIG-034FA944,INT-0003,FUSED-INT-0003,StandardMotorcycleSnatch,0.2,Weak Match,0.1538,1,3,ROUTINE RECORD: Interaction INT-0003 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-F480AFC3,INT-0004,FUSED-INT-0004,StandardMotorcycleSnatch,0.2,Weak Match,0.1498,1,3,ROUTINE RECORD: Interaction INT-0004 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-35911F63,INT-0005,FUSED-INT-0005,StandardMotorcycleSnatch,0.2,Weak Match,0.1391,1,3,ROUTINE RECORD: Interaction INT-0005 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-3243D526,INT-0006,FUSED-INT-0006,StandardMotorcycleSnatch,0.2,Weak Match,0.1461,1,3,ROUTINE RECORD: Interaction INT-0006 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-1AB2A961,INT-0007,FUSED-INT-0007,StandardMotorcycleSnatch,0.2,Weak Match,0.1692,1,3,ROUTINE RECORD: Interaction INT-0007 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-B8220240,INT-0008,FUSED-INT-0008,StandardMotorcycleSnatch,0.2,Weak Match,0.1809,1,3,ROUTINE RECORD: Interaction INT-0008 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-F195BDCA,INT-0009,FUSED-INT-0009,StandardMotorcycleSnatch,0.2,Weak Match,0.1457,1,3,ROUTINE RECORD: Interaction INT-0009 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-D84772D1,INT-0010,FUSED-INT-0010,StandardMotorcycleSnatch,0.2,Weak Match,0.147,1,3,ROUTINE RECORD: Interaction INT-0010 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-E976509B,INT-0011,FUSED-INT-0011,StandardMotorcycleSnatch,0.2,Weak Match,0.148,1,3,ROUTINE RECORD: Interaction INT-0011 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-F01EF59E,INT-0012,FUSED-INT-0012,StandardMotorcycleSnatch,0.2,Weak Match,0.148,1,3,ROUTINE RECORD: Interaction INT-0012 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-783FA028,INT-0013,FUSED-INT-0013,StandardMotorcycleSnatch,0.2,Weak Match,0.148,1,3,ROUTINE RECORD: Interaction INT-0013 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-CA6E5E1B,INT-0014,FUSED-INT-0014,StandardMotorcycleSnatch,0.2,Weak Match,0.146,1,3,ROUTINE RECORD: Interaction INT-0014 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-057B12DF,INT-0015,FUSED-INT-0015,StandardMotorcycleSnatch,0.2,Weak Match,0.146,1,3,ROUTINE RECORD: Interaction INT-0015 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-FB7675E2,INT-0016,FUSED-INT-0016,StandardMotorcycleSnatch,0.2,Weak Match,0.146,1,3,ROUTINE RECORD: Interaction INT-0016 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-7F1F1495,INT-0017,FUSED-INT-0017,StandardMotorcycleSnatch,0.2,Weak Match,0.146,1,3,ROUTINE RECORD: Interaction INT-0017 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-60FCDC35,INT-0018,FUSED-INT-0018,StandardMotorcycleSnatch,0.4,Weak Match,0.2831,2,2,ROUTINE RECORD: Interaction INT-0018 exhibits low signature alignment (40%). No immediate forensic action required.
SIG-DAB3AC5F,INT-0019,FUSED-INT-0019,StandardMotorcycleSnatch,0.4,Weak Match,0.3084,2,2,ROUTINE RECORD: Interaction INT-0019 exhibits low signature alignment (40%). No immediate forensic action required.
SIG-8E42F1C9,INT-0020,FUSED-INT-0020,StandardMotorcycleSnatch,0.4,Weak Match,0.281,2,2,ROUTINE RECORD: Interaction INT-0020 exhibits low signature alignment (40%). No immediate forensic action required.
SIG-24553C05,INT-0021,FUSED-INT-0021,StandardMotorcycleSnatch,0.4,Weak Match,0.2873,2,2,ROUTINE RECORD: Interaction INT-0021 exhibits low signature alignment (40%). No immediate forensic action required.
SIG-429AE045,INT-0001,FUSED-INT-0001,StandardMotorcycleSnatch,0.2,Weak Match,0.1681,1,3,ROUTINE RECORD: Interaction INT-0001 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-73809FC7,INT-0002,FUSED-INT-0002,StandardMotorcycleSnatch,0.8,High Confidence Match,0.6634,3,1,FLAGGED FOR HIGH-PRIORITY FORENSIC REVIEW: Interaction INT-0002 exhibits strong signature alignment (80%). Export forensic video clip for investigation.
SIG-49D25AA9,INT-0003,FUSED-INT-0003,StandardMotorcycleSnatch,0.2,Weak Match,0.1538,1,3,ROUTINE RECORD: Interaction INT-0003 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-B413246D,INT-0004,FUSED-INT-0004,StandardMotorcycleSnatch,0.2,Weak Match,0.1497,1,3,ROUTINE RECORD: Interaction INT-0004 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-27CE4CB3,INT-0005,FUSED-INT-0005,StandardMotorcycleSnatch,0.2,Weak Match,0.1391,1,3,ROUTINE RECORD: Interaction INT-0005 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-90897294,INT-0006,FUSED-INT-0006,StandardMotorcycleSnatch,0.2,Weak Match,0.1461,1,3,ROUTINE RECORD: Interaction INT-0006 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-BF887034,INT-0007,FUSED-INT-0007,StandardMotorcycleSnatch,0.2,Weak Match,0.1692,1,3,ROUTINE RECORD: Interaction INT-0007 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-106A8A7E,INT-0008,FUSED-INT-0008,StandardMotorcycleSnatch,0.2,Weak Match,0.1809,1,3,ROUTINE RECORD: Interaction INT-0008 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-BA3DB657,INT-0009,FUSED-INT-0009,StandardMotorcycleSnatch,0.2,Weak Match,0.1457,1,3,ROUTINE RECORD: Interaction INT-0009 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-B453D263,INT-0010,FUSED-INT-0010,StandardMotorcycleSnatch,0.2,Weak Match,0.147,1,3,ROUTINE RECORD: Interaction INT-0010 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-F60F8793,INT-0011,FUSED-INT-0011,StandardMotorcycleSnatch,0.2,Weak Match,0.148,1,3,ROUTINE RECORD: Interaction INT-0011 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-AC20CC4A,INT-0012,FUSED-INT-0012,StandardMotorcycleSnatch,0.2,Weak Match,0.148,1,3,ROUTINE RECORD: Interaction INT-0012 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-7D2039DA,INT-0013,FUSED-INT-0013,StandardMotorcycleSnatch,0.2,Weak Match,0.148,1,3,ROUTINE RECORD: Interaction INT-0013 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-EB9537DD,INT-0014,FUSED-INT-0014,StandardMotorcycleSnatch,0.2,Weak Match,0.146,1,3,ROUTINE RECORD: Interaction INT-0014 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-472B1B9F,INT-0015,FUSED-INT-0015,StandardMotorcycleSnatch,0.2,Weak Match,0.146,1,3,ROUTINE RECORD: Interaction INT-0015 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-11EF8ABF,INT-0016,FUSED-INT-0016,StandardMotorcycleSnatch,0.2,Weak Match,0.146,1,3,ROUTINE RECORD: Interaction INT-0016 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-C44C9BD8,INT-0017,FUSED-INT-0017,StandardMotorcycleSnatch,0.2,Weak Match,0.146,1,3,ROUTINE RECORD: Interaction INT-0017 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-8EB703B2,INT-0018,FUSED-INT-0018,StandardMotorcycleSnatch,0.4,Weak Match,0.2831,2,2,ROUTINE RECORD: Interaction INT-0018 exhibits low signature alignment (40%). No immediate forensic action required.
SIG-53E58CDD,INT-0019,FUSED-INT-0019,StandardMotorcycleSnatch,0.4,Weak Match,0.3084,2,2,ROUTINE RECORD: Interaction INT-0019 exhibits low signature alignment (40%). No immediate forensic action required.
SIG-937B837F,INT-0020,FUSED-INT-0020,StandardMotorcycleSnatch,0.4,Weak Match,0.281,2,2,ROUTINE RECORD: Interaction INT-0020 exhibits low signature alignment (40%). No immediate forensic action required.
SIG-293848D8,INT-0021,FUSED-INT-0021,StandardMotorcycleSnatch,0.4,Weak Match,0.2873,2,2,ROUTINE RECORD: Interaction INT-0021 exhibits low signature alignment (40%). No immediate forensic action required.
SIG-776B27EA,INT-0001,FUSED-INT-0001,StandardMotorcycleSnatch,0.2,Weak Match,0.1681,1,3,ROUTINE RECORD: Interaction INT-0001 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-D4ACBA65,INT-0002,FUSED-INT-0002,StandardMotorcycleSnatch,0.8,High Confidence Match,0.6634,3,1,FLAGGED FOR HIGH-PRIORITY FORENSIC REVIEW: Interaction INT-0002 exhibits strong signature alignment (80%). Export forensic video clip for investigation.
SIG-95534E59,INT-0003,FUSED-INT-0003,StandardMotorcycleSnatch,0.2,Weak Match,0.1538,1,3,ROUTINE RECORD: Interaction INT-0003 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-48534071,INT-0004,FUSED-INT-0004,StandardMotorcycleSnatch,0.2,Weak Match,0.1497,1,3,ROUTINE RECORD: Interaction INT-0004 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-AD351F99,INT-0005,FUSED-INT-0005,StandardMotorcycleSnatch,0.2,Weak Match,0.1391,1,3,ROUTINE RECORD: Interaction INT-0005 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-92F56838,INT-0006,FUSED-INT-0006,StandardMotorcycleSnatch,0.2,Weak Match,0.1461,1,3,ROUTINE RECORD: Interaction INT-0006 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-FC22DD4E,INT-0007,FUSED-INT-0007,StandardMotorcycleSnatch,0.2,Weak Match,0.1692,1,3,ROUTINE RECORD: Interaction INT-0007 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-8AF1715A,INT-0008,FUSED-INT-0008,StandardMotorcycleSnatch,0.2,Weak Match,0.1809,1,3,ROUTINE RECORD: Interaction INT-0008 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-C4A8DB7D,INT-0009,FUSED-INT-0009,StandardMotorcycleSnatch,0.2,Weak Match,0.1457,1,3,ROUTINE RECORD: Interaction INT-0009 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-C0EFB3AD,INT-0010,FUSED-INT-0010,StandardMotorcycleSnatch,0.2,Weak Match,0.147,1,3,ROUTINE RECORD: Interaction INT-0010 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-76EDA044,INT-0011,FUSED-INT-0011,StandardMotorcycleSnatch,0.2,Weak Match,0.148,1,3,ROUTINE RECORD: Interaction INT-0011 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-AE89B4EB,INT-0012,FUSED-INT-0012,StandardMotorcycleSnatch,0.2,Weak Match,0.148,1,3,ROUTINE RECORD: Interaction INT-0012 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-F5689B4E,INT-0013,FUSED-INT-0013,StandardMotorcycleSnatch,0.2,Weak Match,0.148,1,3,ROUTINE RECORD: Interaction INT-0013 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-22B59217,INT-0014,FUSED-INT-0014,StandardMotorcycleSnatch,0.2,Weak Match,0.146,1,3,ROUTINE RECORD: Interaction INT-0014 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-93AE5322,INT-0015,FUSED-INT-0015,StandardMotorcycleSnatch,0.2,Weak Match,0.146,1,3,ROUTINE RECORD: Interaction INT-0015 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-207EDEC1,INT-0016,FUSED-INT-0016,StandardMotorcycleSnatch,0.2,Weak Match,0.146,1,3,ROUTINE RECORD: Interaction INT-0016 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-13B089C5,INT-0017,FUSED-INT-0017,StandardMotorcycleSnatch,0.2,Weak Match,0.146,1,3,ROUTINE RECORD: Interaction INT-0017 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-8D87691A,INT-0018,FUSED-INT-0018,StandardMotorcycleSnatch,0.4,Weak Match,0.2831,2,2,ROUTINE RECORD: Interaction INT-0018 exhibits low signature alignment (40%). No immediate forensic action required.
SIG-32CD7325,INT-0019,FUSED-INT-0019,StandardMotorcycleSnatch,0.4,Weak Match,0.3084,2,2,ROUTINE RECORD: Interaction INT-0019 exhibits low signature alignment (40%). No immediate forensic action required.
SIG-822B80A7,INT-0020,FUSED-INT-0020,StandardMotorcycleSnatch,0.4,Weak Match,0.281,2,2,ROUTINE RECORD: Interaction INT-0020 exhibits low signature alignment (40%). No immediate forensic action required.
SIG-E2DF032F,INT-0021,FUSED-INT-0021,StandardMotorcycleSnatch,0.4,Weak Match,0.2873,2,2,ROUTINE RECORD: Interaction INT-0021 exhibits low signature alignment (40%). No immediate forensic action required.
SIG-71D9108D,INT-0001,FUSED-INT-0001,StandardMotorcycleSnatch,0.2,Weak Match,0.1681,1,3,ROUTINE RECORD: Interaction INT-0001 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-B6FE3442,INT-0002,FUSED-INT-0002,StandardMotorcycleSnatch,0.8,High Confidence Match,0.6634,3,1,FLAGGED FOR HIGH-PRIORITY FORENSIC REVIEW: Interaction INT-0002 exhibits strong signature alignment (80%). Export forensic video clip for investigation.
SIG-9C469918,INT-0003,FUSED-INT-0003,StandardMotorcycleSnatch,0.2,Weak Match,0.1538,1,3,ROUTINE RECORD: Interaction INT-0003 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-46C62C2A,INT-0004,FUSED-INT-0004,StandardMotorcycleSnatch,0.2,Weak Match,0.1497,1,3,ROUTINE RECORD: Interaction INT-0004 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-5DD503BE,INT-0005,FUSED-INT-0005,StandardMotorcycleSnatch,0.2,Weak Match,0.1391,1,3,ROUTINE RECORD: Interaction INT-0005 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-93480526,INT-0006,FUSED-INT-0006,StandardMotorcycleSnatch,0.2,Weak Match,0.1461,1,3,ROUTINE RECORD: Interaction INT-0006 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-E29C8383,INT-0007,FUSED-INT-0007,StandardMotorcycleSnatch,0.2,Weak Match,0.1692,1,3,ROUTINE RECORD: Interaction INT-0007 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-2D821941,INT-0008,FUSED-INT-0008,StandardMotorcycleSnatch,0.2,Weak Match,0.1809,1,3,ROUTINE RECORD: Interaction INT-0008 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-CC0B07B1,INT-0009,FUSED-INT-0009,StandardMotorcycleSnatch,0.2,Weak Match,0.1457,1,3,ROUTINE RECORD: Interaction INT-0009 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-26DE9C55,INT-0010,FUSED-INT-0010,StandardMotorcycleSnatch,0.2,Weak Match,0.147,1,3,ROUTINE RECORD: Interaction INT-0010 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-7AA81744,INT-0011,FUSED-INT-0011,StandardMotorcycleSnatch,0.2,Weak Match,0.148,1,3,ROUTINE RECORD: Interaction INT-0011 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-03352A4D,INT-0012,FUSED-INT-0012,StandardMotorcycleSnatch,0.2,Weak Match,0.148,1,3,ROUTINE RECORD: Interaction INT-0012 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-0434804E,INT-0013,FUSED-INT-0013,StandardMotorcycleSnatch,0.2,Weak Match,0.148,1,3,ROUTINE RECORD: Interaction INT-0013 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-EC51EC70,INT-0014,FUSED-INT-0014,StandardMotorcycleSnatch,0.2,Weak Match,0.146,1,3,ROUTINE RECORD: Interaction INT-0014 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-4DD4E050,INT-0015,FUSED-INT-0015,StandardMotorcycleSnatch,0.2,Weak Match,0.146,1,3,ROUTINE RECORD: Interaction INT-0015 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-739B298F,INT-0016,FUSED-INT-0016,StandardMotorcycleSnatch,0.2,Weak Match,0.146,1,3,ROUTINE RECORD: Interaction INT-0016 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-EC489F06,INT-0017,FUSED-INT-0017,StandardMotorcycleSnatch,0.2,Weak Match,0.146,1,3,ROUTINE RECORD: Interaction INT-0017 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-F53FABC0,INT-0018,FUSED-INT-0018,StandardMotorcycleSnatch,0.4,Weak Match,0.2831,2,2,ROUTINE RECORD: Interaction INT-0018 exhibits low signature alignment (40%). No immediate forensic action required.
SIG-07EC6DB1,INT-0019,FUSED-INT-0019,StandardMotorcycleSnatch,0.4,Weak Match,0.3084,2,2,ROUTINE RECORD: Interaction INT-0019 exhibits low signature alignment (40%). No immediate forensic action required.
SIG-F738E6E4,INT-0020,FUSED-INT-0020,StandardMotorcycleSnatch,0.4,Weak Match,0.281,2,2,ROUTINE RECORD: Interaction INT-0020 exhibits low signature alignment (40%). No immediate forensic action required.
SIG-638CF45C,INT-0021,FUSED-INT-0021,StandardMotorcycleSnatch,0.4,Weak Match,0.2873,2,2,ROUTINE RECORD: Interaction INT-0021 exhibits low signature alignment (40%). No immediate forensic action required.
SIG-A81EEFF7,INT-0001,FUSED-INT-0001,StandardMotorcycleSnatch,0.2,Weak Match,0.1681,1,3,ROUTINE RECORD: Interaction INT-0001 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-7C606DF4,INT-0002,FUSED-INT-0002,StandardMotorcycleSnatch,0.8,High Confidence Match,0.6634,3,1,FLAGGED FOR HIGH-PRIORITY FORENSIC REVIEW: Interaction INT-0002 exhibits strong signature alignment (80%). Export forensic video clip for investigation.
SIG-B96A6A5B,INT-0003,FUSED-INT-0003,StandardMotorcycleSnatch,0.2,Weak Match,0.1538,1,3,ROUTINE RECORD: Interaction INT-0003 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-30B99E87,INT-0004,FUSED-INT-0004,StandardMotorcycleSnatch,0.2,Weak Match,0.1496,1,3,ROUTINE RECORD: Interaction INT-0004 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-CD61DF8F,INT-0005,FUSED-INT-0005,StandardMotorcycleSnatch,0.2,Weak Match,0.1391,1,3,ROUTINE RECORD: Interaction INT-0005 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-9D76AF02,INT-0006,FUSED-INT-0006,StandardMotorcycleSnatch,0.2,Weak Match,0.1461,1,3,ROUTINE RECORD: Interaction INT-0006 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-FAA8ED6B,INT-0007,FUSED-INT-0007,StandardMotorcycleSnatch,0.2,Weak Match,0.1692,1,3,ROUTINE RECORD: Interaction INT-0007 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-DA25874E,INT-0008,FUSED-INT-0008,StandardMotorcycleSnatch,0.2,Weak Match,0.1809,1,3,ROUTINE RECORD: Interaction INT-0008 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-09E839ED,INT-0009,FUSED-INT-0009,StandardMotorcycleSnatch,0.2,Weak Match,0.1457,1,3,ROUTINE RECORD: Interaction INT-0009 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-1621D4E9,INT-0010,FUSED-INT-0010,StandardMotorcycleSnatch,0.2,Weak Match,0.147,1,3,ROUTINE RECORD: Interaction INT-0010 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-2A13235E,INT-0011,FUSED-INT-0011,StandardMotorcycleSnatch,0.2,Weak Match,0.148,1,3,ROUTINE RECORD: Interaction INT-0011 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-38D7744A,INT-0012,FUSED-INT-0012,StandardMotorcycleSnatch,0.2,Weak Match,0.148,1,3,ROUTINE RECORD: Interaction INT-0012 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-06B5310B,INT-0013,FUSED-INT-0013,StandardMotorcycleSnatch,0.2,Weak Match,0.148,1,3,ROUTINE RECORD: Interaction INT-0013 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-6170E2D0,INT-0014,FUSED-INT-0014,StandardMotorcycleSnatch,0.2,Weak Match,0.146,1,3,ROUTINE RECORD: Interaction INT-0014 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-4F82450B,INT-0015,FUSED-INT-0015,StandardMotorcycleSnatch,0.2,Weak Match,0.146,1,3,ROUTINE RECORD: Interaction INT-0015 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-44308936,INT-0016,FUSED-INT-0016,StandardMotorcycleSnatch,0.2,Weak Match,0.146,1,3,ROUTINE RECORD: Interaction INT-0016 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-E3658044,INT-0017,FUSED-INT-0017,StandardMotorcycleSnatch,0.2,Weak Match,0.146,1,3,ROUTINE RECORD: Interaction INT-0017 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-26735993,INT-0018,FUSED-INT-0018,StandardMotorcycleSnatch,0.4,Weak Match,0.2831,2,2,ROUTINE RECORD: Interaction INT-0018 exhibits low signature alignment (40%). No immediate forensic action required.
SIG-2304E85D,INT-0019,FUSED-INT-0019,StandardMotorcycleSnatch,0.4,Weak Match,0.3084,2,2,ROUTINE RECORD: Interaction INT-0019 exhibits low signature alignment (40%). No immediate forensic action required.
SIG-526B6446,INT-0020,FUSED-INT-0020,StandardMotorcycleSnatch,0.4,Weak Match,0.281,2,2,ROUTINE RECORD: Interaction INT-0020 exhibits low signature alignment (40%). No immediate forensic action required.
SIG-A1113B52,INT-0021,FUSED-INT-0021,StandardMotorcycleSnatch,0.4,Weak Match,0.2873,2,2,ROUTINE RECORD: Interaction INT-0021 exhibits low signature alignment (40%). No immediate forensic action required.
SIG-232516F1,INT-0001,FUSED-INT-0001,StandardMotorcycleSnatch,0.2,Weak Match,0.1681,1,3,ROUTINE RECORD: Interaction INT-0001 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-3FC40496,INT-0002,FUSED-INT-0002,StandardMotorcycleSnatch,0.8,High Confidence Match,0.6634,3,1,FLAGGED FOR HIGH-PRIORITY FORENSIC REVIEW: Interaction INT-0002 exhibits strong signature alignment (80%). Export forensic video clip for investigation.
SIG-6B2CF34C,INT-0003,FUSED-INT-0003,StandardMotorcycleSnatch,0.2,Weak Match,0.1538,1,3,ROUTINE RECORD: Interaction INT-0003 exhibits low signature alignment (20%). No immediate forensic action required.
SIG-8CF8CF12,INT-0004,FUSED-INT-0004,StandardMotorcycleSnatch,0.2,Weak Match,0.1496,1,3,ROUTINE RECORD: Interaction INT-0004 exhibits low signature alignment (20%). No immediate forensic action required.
